Date,TargetDate,Close,target_log_ret,target_simple_ret,pred_log_ret,position,turnover,transaction_cost,strategy_return,buy_hold_return,strategy_equity,buy_hold_equity,strategy_drawdown,buy_hold_drawdown,year,strategy_name,Open,High,Low,Volume,SourceLine,macd_line,macd_signal
2008-01-15,2008-01-16,808.83,0.045013339493550575,0.04604181348367398,-0.013382878589620976,0.0,0.0,0.0,0.0,0.04604181348367398,0.9740049344409367,0.9126771806433518,-0.019209549212023225,-0.08142703594732226,2008,Ridge Linear Regression,,,,,,,
2008-01-16,2008-01-17,846.07,-0.014596539841512879,-0.014490526788563662,0.010995890779518364,1.0,1.0,0.0005,-0.014990526788563663,-0.014490526788563662,0.9594040873790066,0.8994520075079285,-0.03391211473852784,-0.09473764209017788,2008,Ridge Linear Regression,,,,,,,
2008-01-17,2008-01-18,833.81,0.01575416612841618,0.015878917259327663,-0.005026135253997969,0.0,1.0,0.0005,-0.0005,0.015878917259327663,0.9589243853353172,0.9137343315138831,-0.0343951586811585,-0.08036305601094396,2008,Ridge Linear Regression,,,,,,,
2008-01-18,2008-01-21,847.05,-0.015670217672719033,-0.015548078625818973,-0.00015023720556799004,0.0,0.0,0.0,-0.0,-0.015548078625818973,0.9589243853353172,0.899527518284395,-0.0343951586811585,-0.09466164352329376,2008,Ridge Linear Regression,,,,,,,
2008-01-21,2008-01-22,833.88,-0.0318492825543526,-0.03134743608193025,-0.007117187464448354,0.0,0.0,0.0,-0.0,-0.03134743608193025,0.9589243853353172,0.8713296369010376,-0.0343951586811585,-0.1230416797854671,2008,Ridge Linear Regression,,,,,,,
2008-01-22,2008-01-23,807.74,-0.03921179943363029,-0.03845296753905969,-0.008242458838384401,0.0,0.0,0.0,-0.0,-0.03845296753905969,0.9589243853353172,0.8378244266574614,-0.0343951586811585,-0.15676332960578476,2008,Ridge Linear Regression,,,,,,,
2008-01-23,2008-01-24,776.68,-0.01629049336674182,-0.016158520883761573,-0.005940139499646025,0.0,0.0,0.0,-0.0,-0.016158520883761573,0.9589243853353172,0.8242864231623912,-0.0343951586811585,-0.17038878695430326,2008,Ridge Linear Regression,,,,,,,
2008-01-24,2008-01-25,764.13,0.01546613348699033,0.015586353107455597,5.795004506579883e-05,0.0,0.0,0.0,0.0,0.015586353107455597,0.9589243853353172,0.8371340424154818,-0.0343951586811585,-0.15745817364586845,2008,Ridge Linear Regression,,,,,,,
2008-01-25,2008-01-28,776.04,0.011568820534844981,0.011635998144425619,0.006623321946509619,1.0,1.0,0.0005,0.011135998144425618,0.011635998144425619,0.9696029655110558,0.846874932579664,-0.02364218495998338,-0.14765435851781072,2008,Ridge Linear Regression,,,,,,,
2008-01-28,2008-01-29,785.07,0.03324704343496787,0.0338059026583617,-0.0018319600858894293,0.0,1.0,0.0005,-0.0005,0.0338059026583617,0.9691181640283004,0.8755043041142587,-0.024130363867503335,-0.11884004473058496,2008,Ridge Linear Regression,,,,,,,
2008-01-29,2008-01-30,811.61,0.03806564571231519,0.038799423368366615,0.011088416033979104,1.0,1.0,0.0005,0.038299423368366614,0.038799423368366615,1.0062348308863944,0.9094733662704151,0.0,-0.08465154657083596,2008,Ridge Linear Regression,,,,,,,
2008-01-30,2008-01-31,843.1,0.0011972429284368147,0.0011979599098563831,0.005624270805000704,1.0,0.0,0.0,0.0011979599098563831,0.0011979599098563831,1.0074402598736973,0.9105628789022892,0.0,-0.08355499582007875,2008,Ridge Linear Regression,,,,,,,
2008-01-31,2008-02-01,844.11,0.018207613276269186,0.018374382485695007,0.0026406863226786353,1.0,0.0,0.0,0.018374382485695007,0.018374382485695007,1.0259513525401047,0.9272939095165154,0.0,-0.06671588478617263,2008,Ridge Linear Regression,,,,,,,
2008-02-01,2008-02-12,859.62,-0.02162532460262412,-0.021393173727926262,0.008311030365819759,1.0,0.0,0.0,-0.021393173727926262,-0.021393173727926262,1.0040029970188133,0.9074561498133806,-0.021393173727926262,-0.08668179400045595,2008,Ridge Linear Regression,,,,,,,
2008-02-12,2008-02-13,841.23,-0.02817393371990473,-0.027780749616632794,0.0008129057836730681,1.0,0.0,0.0,-0.027780749616632794,-0.027780749616632794,0.9761110411442848,0.8822463377273415,-0.04857960494171831,-0.11205445840164152,2008,Ridge Linear Regression,,,,,,,
2008-02-13,2008-02-14,817.86,0.006823802463847173,0.006847137651920798,-0.0017225207606923073,0.0,1.0,0.0005,-0.0005,0.006847137651920798,0.9756229856237127,0.8882871998446636,-0.049055315139247435,-0.10597457305090818,2008,Ridge Linear Regression,,,,,,,
2008-02-14,2008-02-15,823.46,-0.009063856280469906,-0.00902290335899747,0.002656869143479229,1.0,1.0,0.0005,-0.00952290335899747,-0.00902290335899747,0.9663322222168016,0.8802722702854308,-0.058111069472928656,-0.1140412780787563,2008,Ridge Linear Regression,,,,,,,
2008-02-15,2008-02-18,816.03,-0.041867743711892835,-0.04100339448304591,-0.00012476168135100408,0.0,1.0,0.0005,-0.0005,-0.04100339448304591,0.9658490561056933,0.8441781191344309,-0.05858201393819207,-0.1503685930493881,2008,Ridge Linear Regression,,,,,,,
2008-02-18,2008-02-19,782.57,-0.007413331714505311,-0.007385920748303798,-0.01122180456386352,0.0,0.0,0.0,-0.0,-0.007385920748303798,0.9658490561056933,0.8379430864490518,-0.05858201393819207,-0.15664390328639521,2008,Ridge Linear Regression,,,,,,,
2008-02-19,2008-02-20,776.79,-0.04189321350448072,-0.04102781961662738,4.384869880488785e-06,0.0,0.0,0.0,-0.0,-0.04102781961662738,0.9658490561056933,0.8035641086492201,-0.05858201393819207,-0.19124496509494393,2008,Ridge Linear Regression,,,,,,,
2008-02-20,2008-02-21,744.92,-0.04737825797922035,-0.04627342533426393,-0.006228736225100463,0.0,0.0,0.0,-0.0,-0.04627342533426393,0.9658490561056933,0.766380444866346,-0.05858201393819207,-0.22866883081633305,2008,Ridge Linear Regression,,,,,,,
